code,zh_tw
one.app.for.clients.to.manage.their.operations.from.anywhere.and.one.app.for.their.community.to.stay.connected,Glue Up 有 2 款移動端 App，一款為管理者打造，方便其隨時隨地進行雲端高效管理；另一款為參會者與社群會員打造，方便其隨時保持互動，提升活動體驗。
super.simple.for.everyone,操作簡便，易於使用
who.is.the.right.partner,誰會是合適的合作夥伴？
our.partners.come.from.diverse.backgrounds,我們的合作夥伴十分多元，來自各行各業。
they.range.from.individual.consultants.to.event.and.marketing.agencies.to.chambers.of.commerce.association.management.companies.or.other.software.companies,他們包括諮詢公司、活動與行銷機構、商會、協會管理公司，以及其他軟體公司等。
what.makes.our.product.special,我們產品的特別之處在哪里？
a.successful.partnership.starts.with.a.product.that.works.for.both.you.and.your.clients,成功的合作源於深得您心的優秀產品。
not.only.do.our.award.winning.solutions.amplify.engagement.they.streamline.operations.for.organizations.of.all.sizes,不論您的組織機構的規模大小，我們屢獲殊榮的解決方案，都將助力您實現提升互動，簡化運營管理流程。
reseller.program,Glue Up 管道合作夥伴計畫
the.reseller.program.is.for.organizations.who.can.handle.the.complete.sales.life.cycle.and.want.to.sell.our.solutions,Glue Up 管道合作夥伴計畫：是指合作夥伴可以自主完成銷售 Glue Up 的雲解決方案，並全權負責管理整個銷售週期。
referral.program,Glue Up 管道合作夥伴計畫
the.referral.program.is.for.organizations.who.can.recommend.prospective.clients.but.would.want.glue.up.teeam.to.handle.the.sales.cycle,Glue Up 推薦合作夥伴計畫：是指合作夥伴可以為 Glue Up 推薦潛在客戶，由 Glue Up 的銷售團隊完成整個銷售工作。
what.types.of.partnership.do.you.offer,您可以提供哪種形式的合作？
application,申請
1.2.3.signing.up.is.that.easy,便捷雲端管理，即刻開始
1.2.3.brsigning.up.is.that.easy,便捷雲端管理，<br>即刻開始
apply,申請
complete.one.of.the.applications.for.the.appropriate.partnership.program.listed.above.and.well.schedule.a.call.with.you.within.a.week.to.discuss.next.steps,選擇上述合適您的合作夥伴方案，我們會在一周內與您聯繫進行近一步討論。
sign.an.agreement,簽訂協議
once.the.appropriate.contract.is.signed.well.begin.the.onboarding.process.as.soon.as.possible,合同簽訂完成後，我們會儘快安排產品專家為您進行專屬的產品功能培訓，幫助您快速熟悉 Glue Up 雲平臺各模組操作。
start.collecting.commissions,
with.the.help.of.your.dedicated.partner.manager.well.get.you.onboarded.and.trained.quickly,有專業的客戶成功經理協助，您會很快完成產品培訓並熟練使用我們的雲產品。
you.can.begin.closing.deals.enabling.customers.and.collecting.commissions.in.no.time,您可以使用 Glue Up 輕鬆且不費時地推動銷售簽單，管理潛在客戶數據，收集活動費費用。
user.friendly.mobile.app.for.your.attendees.and.members,專為您的參會者與社群會員打造的一體化移動端 App
manage.your.operations.and.stay.in.the.know.from.anywhere,隨時隨地管理您的各項運營工作，輕鬆掌握即時數據更新。
plan.promote.execute.and.evaluate.all.of.your.events,助力您所有活動的策劃、推廣、管理、跟進、評估等工作。
retain.engage.and.grow.your.member.community,增加留存，促進互動，會員社群發展如此便捷。
monetize.and.enhance.your.online.events.and.webinars,助力您提升線上會議與活動的體驗，提升您的投資回報率。
enable.your.community.to.thrive.and.amplify.engagement,讓您的社群發展更有活力，社群互動更加深入。
build.market.sell.and.analyze.courses.with.ease,輕鬆實現課程頁面創建、推廣，課程售賣，以及自動化證書發放、數據分析等。
collect.and.manage.all.your.donations.effortlessly,輕鬆收集和管理您的所有慈善捐款。
expert.insights.tips.and.articles.to.help.you.become.better,專家洞見播客、小貼士、使用教程文章等，都可幫助您更好地使用我們的產品。
find.out.why.customers.stick.with.glue.up,為什麼客戶一直堅持使用 Glue Up
elevate.your.skills.and.become.glue.up.certified,提升您的 MarTech 技能，並獲得 Glue Up 為您定制的認證證書。
get.quick.help.with.tutorials.faqs.or.contact.us,如需幫助，您可以查看使用教程、常見問題，或與我們的工作人員聯繫。
customers,客戶
expert.insights.tips.and.articles.to.help.you.become.smarter,專家洞見播客、小貼士、使用教程文章等，都可幫助您更好地使用我們的產品。
register.for.our.upcoming.events.around.the.world,查看並註冊近期世界各地即將舉辦的活動。
register.for.our.upcoming.events.webinars.around.the.world,查看並註冊近期世界各地即將舉辦的線下 & 線上活動。
learn.about.how.we.protect.you.and.your.data,瞭解 Glue Up 是如何保護您的數據的。
contact,提交資訊，聯繫我們
we.mean.it.when.we.say.its.span.classlineinsall.in.oneinsspan,<span class="line"><ins>一體化雲端管理</ins></span>，盡在 Glue Up
manage.all.your.contacts.in.one.place.and.leverage.analytics,集中管理您的聯繫人資料庫，即時獲取各項數據分析。
give.your.community.a.digital.place.where.they.can.engage,為您的社群會員提供一個可高效互動的一體化雲平臺。
plan.promote.execute.and.evaluate.one.or.hundred.events,助力您所有活動的策劃、推廣、管理、跟進、評估等工作。
automate.membership.processes.and.provide.members.premium.experience,會員管理流程實現自動化，為您的社群會員提供優質的體驗。
create.send.and.deliver.professional.email.campaigns.of.any.kind,創建並一鍵發送各種類型的精美行銷郵件。
streamline.all.your.finance.related.processes.and.grow.revenue,簡化財務管理流程，增加收入。
get.things.done.from.an.idea.to.a.successful.completion,從方案構思到落地執行，助力您高效協作與管理。
find.answers.to.your.questions.with.surveys.quizzes.and.polls,您可以發起問答、小測試、投票等形式的調查問卷，來收集您所需的資訊。
manage.and.scale.up.your.trainings.and.certification.courses,管理您的培訓認證課程，並實現規模化發展。
upgrade.your.online.presence.with.a.professional.website.integrated.with.glue.up,Glue Up 會為您搭建一個專業且電腦端、移動端均自動適配的官網頁面，且頁面數據與您的 Glue Up 雲平臺數據無縫互聯。
connect.the.tools.you.love.and.use.every.day.with.glue.up,您可以將您常用或喜愛的工具與 Glue Up 雲平臺實現功能整合。
provide.attendees.and.members.mobile.app.to.engage.anywhere,為您的參會者和會員提供一個無論在何地都可使用的移動端 App。
manage.your.operations.and.stay.in.the.know.on.the.go,隨時隨地管理您的各項運營工作，輕鬆掌握即時數據更新。
plan.promote.execute.and.evaluate.all.your.events,助力您所有活動的策劃、推廣、管理、跟進、評估等工作。
upgrade.your.online.presence.with.a.fully.integrated.website,讓您的官網頁面實現一體化雲端管理。
payments.invoicing,支付 & 發票
request.a.personalized.demo.of.glue.up.platform,即刻申請 Glue Up 平臺產品功能個性化線上演示。
find.out.how.our.solutions.can.help.you.be.more.efficient,我們的解決方案可以幫您更加高效地進行管理
a.glue.up.expert.will.be.in.touch.with.you.shortly.if.you.need.to.contact.us.immediately.please.reach.out.via.live.chat.in.the.right.corner.of.the.screen.or.call.us,Glue Up 的產品專家會儘快與您聯繫。如有緊急情況，您可通過頁面右下角的聊天窗口或者電話的方式，與我們聯繫。
a.glue.up.expert.will.be.in.touch.with.you.shortly.if.you.need.to.contact.us.immediately.please.reach.out.via.live.chat.in.the.right.corner.of.the.screen,Glue Up 的產品專家會儘快與您聯繫。如有緊急情況，您可通過頁面右下角的聊天窗口，與我們聯繫。
glue.up.helps.you.build.and.grow.your.community.through.events.memberships.crm.email.campaigns.finance.and.marketing.tools,Glue Up 一體化雲平臺助力您從活動行銷、會員管理、CRM、內容行銷、聚合雲支付等維度，實現社群的構建與發展。
get.started,雲端管理，即刻開啟
glue.up.is.an.all.in.one.platform.that.helps.you.build.and.grow.your.community.through.events.memberships.crm.email.campaigns.finance.and.marketing.tools,Glue Up 一體化雲平臺通過活動行銷、內容行銷、CRM數據管理、會員管理，以及聚合雲支付等數位化手段，助力企業或社群組織與客戶建立穩固且有價值的連接，實現長遠發展目標。
streamline.operations.increase.engagement,簡化運營管理流程，增加互動
increase.productivity.and.simplify.whole.operations.from.a.to.z.with.solutions.that.not.only.meet.but.exceed.even.the.most.demanding.needs.of.you.and.your.community,提升運營效率，簡化工作流程，我們的解決方案不只是滿足您管理的基本需求，更會超出您的預期。
streamline.operationsbr.increase.engagement,簡化運營管理流程，<br>增加互動
all.in.one,一體化雲平臺
simple,使用便捷
automated,智能自動化
become.glue.up.referral.or.reseller.partner,加入 Glue Up 的推薦合作夥伴計畫，或管道合作夥伴計畫。
media,社交媒體平臺
videos,視頻
your.glue.up.demo.is.on.its.way,即將為您安排 Glue Up 的線上產品演示
a.glue.up.expert.will.be.in.touch.with.you.shortly.in.the.meantime.here.is.more.information.about.our.process.so.you.know.what.to.expect,Glue Up 的產品專家會儘快與您聯繫。這裏還有更多相關資訊，供您參考。
getting.a.demo,預約線上產品演示
we.usually.reply.to.all.demo.requests.right.away.so.you.will.hear.from.one.of.our.local.colleagues.in.next.few.minutes,在收到您線上產品演示的預約申請後，我們的工作人員會立即與您聯繫。
review.proposal.and.e.sign.agreement,提案審核與電子簽協議
after.your.personal.demo.is.over.we.will.prepare.a.tailor.made.proposal.if.all.looks.good.we.will.send.you.an.e.agreement.for.signing,當您的線上產品演示結束時，我們會儘快為您定制一份報價方案。如果您還滿意的話，會繼續給您發送一份電子協議簽署。
going.live,活動頁面正式上線
with.the.help.of.your.dedicated.customer.success.manager.well.get.you.onboarded.and.trained.quickly.you.can.begin.creating.events.running.memberships.and.collecting.payments.in.no.time,有專業的客戶成功經理協助，您會很快完成產品培訓並熟練使用我們的雲產品。
if.you.need.to.contact.us.you.can.reach.out.via.the.live.chat.in.the.right.corner.of.our.website.call.any.of.our.global.offices.or.simply.reply.to.this.email.with.any.questions.you.might.have,如有需要或有任何疑問，您可以通過網站右下角的聊天窗口，或致電我們任何一個全球辦公室，或回復此郵件，與我們取得聯繫。
our.solutions.are.helping.hundreds.of.organizations.become.more.efficient.and.engaged.with.their.communitiees,我們的解決方案幫助了成百上千家組織機構實現了高效管理，高效互動。
we.are.powering.multinational.enterprises.chambers.of.commerce.associations.startups.and.ngos,我們正在為跨國公司、商會、協會、創業公司和 NGO 組織提供服務與支持。
scale.up.your.events.not.your.work,幫助您實現活動增量，而不是工作增量。
plan.promote.execute.and.evaluate.one.or.hundreds.of.events.large.and.small.from.first.idea.to.attendee.follow.up.with.survey.after.your.event,不論活動規模大小，從最初的方案策劃，到推廣、管理，再到活動後的跟進、回饋收集、評估等工作。Glue Up 全程為您提供雲助力。
grow.your.audience.into.lasting.relationships,維繫與客戶的長期關係
communities,社群管理
give.your.audience.a.digital.place.where.they.can.connect.with.you.and.your.mission.365.days.a.year.even.when.meeting.face.to.face.isnt.possible,為您的目標受眾提供一個即使無法線下碰面，也能 365 天與您的組織進行互動的線上雲平臺。
all.in.one.solutions.for.every.need,Glue Up 的一體化雲端解決方案適用於任何部門與團隊的需求
no.matter.your.business.need.our.products.are.flexible.enough.to.pave.the.path.thats.best.for.your.organization,Glue Up 有多種可選擇的靈活雲端解決方案，滿足您的不同需求。
cloud.based,基於雲計算
user.centric,用戶至上
many.great.features.under.one.umbrella,所有的模組均實現一體化雲端管理。
from.crm.event.management.social.engagement.email.marketing.campaigns.invoicing.membership.management.financing.this.software.enables.you.run.your.business.effectively.and.efficiently,從CRM、活動管理、社交互動、行銷郵件，到自動化開具發票、會員管理、聚合財務支付等，Glue Up 的雲解決方案讓我們的業務運營與管理，更加高效。
additionally.glue.up.designs.and.maintains.our.primary.website.which.provides.members.and.users.with.a.high.end.look.and.feel,Glue Up 的介面與系統是精心設計和運維的，旨在為社群成員和平臺用戶提供良好的視覺和操作體驗。
we.host.hundreds.of.events.and.manage.tens.of.thousands.of.contacts.using.glue.up,我們用 Glue Up 舉辦了百場活動，管理著成千上萬的聯繫人數據。
plan.promote.and.execute.one.or.hundreds.of.events.large.and.small.from.the.first.idea.to.attendee.follow.up.and.evaluate.with.surveys.after.your.event,不論活動規模大小，從最初的方案策劃，到推廣、管理，再到活動後的跟進、回饋收集、評估等工作，Glue Up 全程為您提供雲助力。
we.are.very.pleased.with.the.simplicity.of.the.system.we.rarely.spend.time.training.staff.as.most.users.simply.get.it,Glue Up 的平臺系統使用起來非常簡單且便捷，我們對此十分滿意！根本不需要花費太多時間去培訓員工如何使用平臺系統，因為所有功能模組他們都是‘一看即會’。
its.simple.and.fast.out.of.the.box.solution.we.now.have.4.client.accounts.running.on.glue.up.software,我們的解決方案開箱即用，操作簡便且高效。Glue Up 平臺有 4 個客戶帳戶可供使用。
marcel.ewals,Marcel Ewals，
director.community.development.mci.group,MCI 集團社群發展部總監
edward.ornelas,Edward Ornelas，
president.ceo.inland.empire.regional.chamber.of.commerce,Inland Empire 地區商會總裁 & CEO
powerful.solutions.that.have.all.tools.you.need.to.build.manage.engage.and.understand.every.member.of.your.community,Glue Up 一體化雲平臺提供您所需要的所有工具，以實現與客戶或者會員建立穩固連接，並緊密互動。
with.glue.up.everyone.just.gets.it.right.from.the.start.our.solutions.are.sophisticated.enough.to.meet.complex.needs.but.still.easy.to.use.for.everyone,Glue Up 一體化雲平臺操作簡單便捷，易於使用，可滿足不同客戶的多種需求，助力高效管理。
automate.repetitive.tasks.and.error.prone.workflows.use.saved.time.to.create.new.events.or.other.engaging.experiences,Glue Up 自動化雲端工作流，減少重複性工作，降低人為失誤，提高效率，為您節省更多的時間專注於創建新活動與體驗。
your.email,輸入您的郵箱地址
lets.do.business.span.classlineinstogetherinsspan,讓 Glue Up 來助力您實現<span class="line"><ins>雲端化、智能化</ins></span>管理變革
find.the.right.plan.for.your.organization.request.a.demo.and.start.managing.your.operations.and.engaging.your.community.today,您可以選擇下方適合您需求的解決方案並預約線上產品功能演示，我們儘快安排產品技術專家為您答疑解惑。雲端化、智能化實現高效管理，現在就開始吧！
automate.the.busywork,用自動化替代繁瑣的人工工作
glue.ups.all.in.one.software.automates.repetitive.tasks.so.you.can.get.back.to.growing.your.community,Glue Up 一體化雲平臺幫助您減少繁雜的重複性工作，全面實現線上自動化，助力您的社群規模化發展。
aultimate.platform.that.has.everything.you.need.to.run.successful.events.manage.memberships.and.more,Glue Up 一體化雲平臺，只為助力您的活動與會員實現高效管理，為您提供一切所需。
one.app.for.you.to.manage.operations.from.anywhere.and.one.app.for.your.community.to.stay.connected,Glue Up 有 2 款移動端 App，一款為管理者打造，方便其隨時隨地進行雲端高效管理；另一款為參會者與社群會員打造，方便其隨時保持互動，提升活動體驗。
lets.dobr.business.span.classlineinstogetherinsspan,讓 Glue Up 來助力您實現<span class="line"><ins>雲端化、智能化</ins></span>管理變革
get.quote,獲取報價
solution,解決方案
get.a.quote,獲取報價
virtual.event.management.suite,線上會議與活動管理雲解決方案
the.price.is.right,價格合適
our.pricing.is.value.based.to.reflect.the.diverse.needs.of.organizations.we.work.with.request.a.quotation.for.solution.of.your.choice,為了滿足不同組織機構的需求，我們的定價是基於產品價值的。您可以根據自己的個性化需求，向我們申請產品報價。
our.pricing.is.value.based.to.reflect.the.diverse.needs.of.organizations.we.work.with,為了滿足不同組織機構的需求，我們的定價是基於產品價值的。
all.rights.reserved,版權所有
1775.tysons.blvd.5th.floor.tysons.va.22102.usa,"1775 Tysons Blvd, 5th Floor, Tysons, VA 22102 USA"
ou.are.receiving.this.email.because.you.opted.in.via.our.website,您同意接收來自 Glue Up 網站的郵件。
you.can.unsubscribe.from.receiving.further.mailings.by.sending.an.email.to,取消訂閱並不再接收後續郵件，您可以發送郵件至
follow.us,關注我們
reimagine.operations.brtransform.engagement,打破傳統運營模式，<br>重新定義連接與互動
all.in.one.solutions.for.every.team,Glue Up 一體化雲解決方案適用於任何部門與團隊
no.matter.your.needs.our.solutions.are.powerful.yet.flexible.to.empower.you.to.grow.your.organization.and.your.community,Glue Up 一體化雲平臺強大的功能和靈活的解決方案，可滿足您企業或組織機構的個性化需求，助力您實現規模化發展。
scale.up.your.events.not.your.work.brevent.setup.now.frictionless,幫助您實現活動增量，而不是工作增量。<br>活動雲端管理，盡享“順滑”。
create.events.span.classlineins80insspan.faster.with.span.stylecolor0d62feglue.upspan,用<span style="color:#0d62fe;"> Glue Up </span>一體化雲平臺創建活動頁面與行銷郵件，可提升<span class="line"><ins>80%</ins></span>的工作效率。
with.span.stylecolor0d62feglue.upspan.members.stick.around.br.average.retention.rate.of.our.clients.isspan.classlineins.82insspan,有了 <span style="color:#0d62fe;">Glue Up</span>，社群互動與留存，將不再是難題。據統計，使用 Glue Up 一體化雲解決方案的客戶，其平均會員留存率達<span class="line"><ins> 82% </ins></span>。
with.span.stylecolor0d62feglue.upspan.members.stick.around.br.average.retention.rate.of.our.clients.is.span.classlineins.82insspan,有了 <span style="color:#0d62fe;">Glue Up</span>，社群互動與留存，將不再是難題。據統計，使用 Glue Up 一體化雲解決方案的客戶，其平均會員留存率達<span class="line"><ins> 82% </ins></span>。
dont.take.span.classlineins.our.word.insspan.for.it,看看各大國際平臺如何評價 Glue Up
capterra.top.20,Capterra Top 20
get.more.out.of.glue.up,瞭解更多 Glue Up 的資訊
scale.up.events.not.workload,減少隱形工作，提升活動行銷管理效率 
scale.up.eventsbr.not.workload,減少隱形工作，<br>提升活動行銷管理效率 
retain.engage.and.grow.your.community,增加留存，促進互動，社群發展如此便捷。
lets.span.classlineinstalkinsspan,選擇您所需的業務，<span class="line"><ins>與我們聯繫吧！</ins></span>
have.questions.suggestions.or.feature.requests.let.us.know.what.we.can.do.to.improve.your.glue.up.experience,如您對我們的產品功能有任何疑問或是建議，請隨時與我們聯繫。
contact.support,聯繫我們的技術支持人員
sales,銷售
ask.our.sales.team.about.pricing.or.our.solutions.and.we.can.show.you.our.platform.in.a.customized.demo.right.away,您可以聯繫我們的銷售人員詢問產品報價，我們會為您安排個性化的線上產品演示，帶您深入瞭解平臺功能。
general.inquiries,其他事宜諮詢
for.general.questions.potential.partnerships.or.media.inquiries.please.fill.in.the.below.form,如您還有疑問，或是想與我們達成合作夥伴關係，或是有媒體需求，您可以點擊下方的“與我們聯繫”。
for.general.questions.potential.partnerships.or.media.inquiries.please.fill.in.the.below.form.we.will.reply.as.soon.as.possible,如您還有疑問，或是想與我們達成合作夥伴關係，或是有媒體需求，您可以填寫下方的表格。我們會儘快與您聯繫。
glue.up.office.locations,Glue Up 全球辦事處
glue.up.is.present.in.more.than.40.countries.and.has.offices.across.asia.europe.and.north.and.latin.america,喜愛和支持 Glue Up 一體化雲平臺的客戶已遍佈全球 50 多個國家。我們在亞洲、歐洲、北美洲和拉丁美洲都設有辦事處。
terms.conditions.for.organizations,組織機構條款與條件
organizations.terms,組織機構條款
user.terms,用戶條款
,
washington.dc,華盛頓 DC
1775.tysons.blvd.5th.floorbrtysons.va.22102,"1775 Tysons Blvd, 5th Floor<br>Tysons, VA 22102"
cookie.policy,<a href="https://glueup.com/legal/cookie-policy">Cookie 政策</a>
beijing,北京
shanghai,上海
moscow,莫斯科
hong.kong,香港
jakarta,雅加達
seoul,首爾
kuala.lumpur,吉隆玻
manila,馬尼拉
singapore,新加坡
bangalore,班加羅爾
cape.town,開普敦
usa.latam,美國 / 拉丁美洲國家
europe.and.the.middle.east,歐洲及中東
asia.and.the.pacific,亞太
the.americas,北美洲
africa.europe.the.middle.east.and.russia,非洲、歐洲、中東與俄羅斯
mexico.city,墨西哥城
sao.paulo,聖保羅
istanbul,伊斯坦布爾
nairobi,內羅畢
mirage.towers.waiyaki.way.br.westlands.floor.m2.br.nairobi.br.kenya,"Mirage Towers, Waiyaki Way <br> Westlands, Floor M2 <br> Nairobi <br> Kenya"
aviamotornaya.street.8brmoscow,"Aviamotornaya Street 8,<br>Moscow"
1.bridgeway.road.bridgeways.precinctbrcentury.citybrcape.town.7441brsouth.africa,"1 Bridgeway Road, Bridgeways Precinct,<br>Century City<br>Cape Town 7441<br>South Africa"
g?ktürk.cad.no9.kat3.d13brneo.ya?am.i?.merkezi.g?ktürkbristanbul.turkey,"G?ktürk Cad. No:9 Kat:3 D:13,<br>Neo Ya?am ?? Merkezi, G?ktürk,<br>Istanbul, Turkey"
room.3.1.tower.dbrguanghualu.soho2brno.9.guanghua.roadbrchaoyang.districtbrbeijing.100020,北京市朝陽區光華路 9 號光華路 SOHO 2 期 D 座 3-1，郵編 100020
9th.floor.tower.bbrchina.overseas.buildingbr838.s.huangpi.roadbrhuangpu.districtbrshanghai.200025,上海市黃浦區黃陂南路 838 號中海國際 B 座 9 樓，郵編 200025
10f.yf.life.towerbr33.lockhart.road.unit.7114brwanchai.hong.kong,"10/F, YF Life Tower,<br>33 Lockhart Road, Unit 7114,<br>Wanchai, Hong Kong"
the.plaza.office.tower.41fbrjl.m.h.thamrin.kav.28.30brjakarta.10350brindonesia,"The Plaza Office Tower 41F,<br>Jl. M. H. Thamrin Kav. 28-30,<br>Jakarta, 10350,<br>Indonesia"
43.residency.rd.shanthala.nagarbrashok.nagar.bengalurubrkarnataka.560025.india,"43 - Residency Rd, Shanthala Nagar,<br>Ashok Nagar, Bengaluru,<br>Karnataka 560025 India"
5.yongmasan.ro.32.gilbrgwangjin.gubrseoul.04938brsouth.korea,"5, Yongmasan-ro 32 gil,<br>Gwangjin-gu<br>Seoul 04938,<br>South Korea"
928.arnaiz.avenuebrbarangay.san.lorenzobrmakati.citybrmanila.1223brphilippines,"928 Arnaiz Avenue<br>Barangay San Lorenzo<br>Makati City<br>Manila, 1223<br>Philippines"
9.battery.roadbrmyp.centrebroffice.27.107brsingapore.049910,9 Battery Road<br>MYP Centre<br>Office #27-107<br>Singapore 049910
opening.soon,即將推出，敬請期待
contact.sales,聯繫我們的銷售人員
contact.marketing,觸點行銷
message,留言
faq,FAQ
frequently.asked.questions,常見問題
will.i.be.billed.monthly.or.annually,我是選擇按月計費，還是按年計費呢？
all.contracts.are.billed.annually.by.default.however.if.you.want.to.use.us.just.for.one.eventwebinar.or.a.special.project.we.can.come.up.with.a.pricing.that.will.suit.your.needs.better,所有的合同均默認按年簽訂。如果您需要舉辦的是單場活動，或單場線上會議，或其他形式的活動，我們可以為您定制一份更適合您需求的報價方案。
is.my.data.safe.with.glue.up,我的數據在 Glue Up 雲平臺中安全嗎？
all.contracts.are.billed.annually.by.default,所有合同默認按年收費。
however.if.you.want.to.use.us.just.for.one.eventwebinar.or.a.special.project.we.can.come.up.with.a.pricing.that.will.suit.your.needs.better,如您僅需在單場活動，或線上會議，或特殊專案中使用 Glue Up 的解決方案，我們會為您定制更加合適您需求的價格。
confidentiality.and.security.is.our.number.one.priority,我們將保密性和安全性放在第一位。
the.platform.has.sophisticated.security.features.and.follows.all.latest.data.regulations.like.gdpr.so.you.and.your.community.are.always.protected,Glue Up 平臺有著嚴格的數據安全管理，並符合《通用數據保護條例》（即 GDPR ）各項條款規定，時刻為您的社群管理與數據安全，保駕護航。
what.happens.if.i.exceed.the.agreed.plan,如果我的使用量超過了合同規定，會怎麼樣？
you.can.easily.get.in.touch.with.your.customer.success.manager.to.increase.the.limits,如需增加使用限額，您可以聯繫我們的客戶成功經理。
add.ons.and.limit.upgrades.for.events.emails.admins.contacts.or.integrations.can.be.purchased.at.any.time,活動場次、行銷郵件、管理權帳號、聯繫人數據量，或功能集成的追加與限額增加，均可隨時購買。
does.glue.up.integrate.with.my.website,Glue Up 可以與我的官網進行集成整合嗎？
we.provide.customizable.widgets.that.you.can.embed.anywhere.on.the.internet,我們會為您提供可自定義的小部件，幫助您將其嵌入在網頁的任何地方。
we.can.also.help.you.with.access.to.our.api.and.webhooks.so.you.can.integrate.with.our.software.just.the.way.you.need,我們還可幫助您訪問 API 與 Webhook，以便按照您的需求與我們的平臺功能進行集成整合。
you.can.also.sign.up.for.our.professional.website.solution.that.has.all.the.glue.up.integrations.built.in.already,Glue Up 雲平臺已實現多種功能集成，您可申請體驗我們的品牌網站搭建解決方案。
whats.more.you.can.have.new.website.up.and.running.in.less.than.a.week,不到一周的時間，您就可以擁有並使用新的網站了。
what.happens.after.i.sign.the.agreement,在我完成了協議簽訂，後續的流程是怎樣的？
your.customer.success.manager.will.immediately.create.your.glue.up.account.and.get.in.touch.to.jumpstart.your.onboarding.process,您的客戶成功經理會立即為您創建 Glue Up 平臺帳號，並為您安排專屬的產品功能培訓。
you.will.receive.a.personal.kick.off.call.and.training.to.get.you.up.and.running.as.soon.as.possible.most.glue.up.clients.go.live.in.less.than.a.week.after.signing.the.agreement,我們會為您安排專門的產品培訓，幫助您儘快熟悉產品功能並開始使用平臺各模組。大部分 Glue Up 的客戶在簽訂協議後的一周內已熟練使用各模組功能。
what.type.of.support.can.i.expect,我可以獲得什麼樣的服務支持？
once.on.board.you.will.gain.access.to.glue.ups.online.helpdesk.with.how.to.articles.faqs.practical.tutorials.and.manuals,當您成功購買 Glue Up 的解決方案後，您就可以獲得線上 Help Desk 的使用權限，查看使用教程說明的相關文章、常見問題、使用手冊等。
you.can.also.sign.up.for.regular.webinars.to.get.tips.on.how.to.get.the.maximum.from.the.platform,您還可以註冊我們定期舉辦的網路研討會，我們會發佈產品功能更新資訊，並幫助您最大限度地發揮各模組的使用效率。
and.if.you.still.have.some.questions.you.can.contact.us.via.live.chat.email.or.phone,如還有其他疑問，您可以通過主頁的聊天窗口、郵件或電話與我們聯繫。
for.larger.clients.our.dedicated.customer.success.managers.are.ready.to.help.you,對於組織規模較大的客戶，我們會安排專業的客戶成功經理為您提供服務與支持。
who.uses.glue.up,誰在使用 Glue Up？
our.cloud.based.management.solutions.are.used.by.organizations.of.all.sizes.in.more.than.50.countries.around.the.world,使用 Glue Up 一體化雲解決方案的企業及組織機構遍佈全球 50 多個國家。
they.range.from.multinational.enterprises.and.event.agencies.through.chambers.of.commerce.and.associations.to.start.ups.and.nonprofit.organizations,這些組織包括跨國公司、活動機構、商會和協會、初創企業和非營利組織等。
where.does.glue.up.work,Glue Up 的總部設立在哪里？
we.are.a.global.company.headquarted.in.the.us.we.provide.cloud.solutions.in.multiple.languages.and.dont.know.any.physical.borders,Glue Up 是一家在中國北京和美國華盛頓設立了雙總部的雲軟體科技公司。我們提供的雲解決方案可多語言、多幣種、多維度地滿足您的個性化需求。
we.currently.maintain.over.10.offices.around.the.world.check.out.our.offices,我們在全球 10 個地區設有辦事處。
who.should.i.contact.if.i.have.more.questions,如果有疑問，我該聯繫誰？
please.email.salesglueup.com.or.reach.out.via.live.chat.in.the.right.corner.of.the.website.for.any.questions.you.might.have,如有任何疑問，您可以發送郵件至 sales@glueup.com ，或在頁面右下角的聊天窗口中與我們聯繫。
becoming.glue.up.client,成為 Glue Up 的客戶
get.a.demo,預約線上產品演示
request.a.demo.anywhere.on.this.website.and.well.show.you.our.platform.in.a.customized.demo.right.away.or.at.your.preferred.time.later.in.a.week,您可以在官網頁面申請預約線上產品演示，我們會立刻或在一周內您認為合適的其他時間，為您安排需求定制化的產品演示。
request.a.demo.anywhere.on.this.website.and.well.show.you.our.platform.in.a.customized.demo.right.away,您可以在官網頁面申請預約線上產品演示，我們會立刻為您安排需求定制化的產品演示。
or.at.your.preferred.time.later.in.a.week,或一周後您覺得合適的其他時間。
after.your.personal.demo.is.over.we.will.prepare.a.tailor.made.proposal.for.your.organization.the.same.day,當您的線上產品演示結束時，我們會在當天為您定制一份適合您組織機構的報價方案。
if.all.looks.good.we.will.send.you.an.e.agreement.for.signing,如果您還滿意的話，會繼續給您發送一份電子協議簽署。
with.the.help.of.your.dedicated.customer.success.manager.well.get.you.onboarded.and.trained.quickly,有專業的客戶成功經理協助，您會很快完成產品培訓並熟練使用我們的雲產品。
you.can.begin.creating.events.running.memberships.and.collecting.payments.in.no.time,您可以使用 Glue Up 輕鬆且不費時地創建活動頁面，管理社群會員，收集會員費用。
becoming.a.glue.up.client,成為 Glue Up 的客戶
review.plans,選擇適合您的解決方案
what.makes.our.solutions.special,我們解決方案的特別之處在哪里？
a.successful.partnership.starts.with.a.great.software.that.works.for.both.you.and.your.community,成功的合作源於深得您心且幫助您實現了社群發展的優秀產品。
get.in.touch,聯繫我們
confidentiality.and,保密性和
is.our.number.one.priority,是我們的最高優先順序。
you.can.also.sign.up.for.our,您可申請體驗
professional.website.solution,專業的品牌網站解決方案
that.has.all.the.glue.up.integrations.built.in.already,有 Glue Up 所有的功能集成。
